,num_bingo_row0,num_bingo_col0,num_bingo_row1,num_bingo_col1,num_bingo_row2,num_bingo_col2,num_bingo_row3,num_bingo_col3,num_bingo_row4,num_bingo_col4,num_row_bingo,num_col_bingo,num_line_bingo,num_diag1_bingo,num_diag2_bingo,num_diag_bingo,num_corners_bingo
0,710224,700190,849988,832336,818857,798041,798639,778757,637240,626741,3814948,3736065,7551013,630847,603296,1234143,1214844
