,num_bingo_row0,num_bingo_col0,num_bingo_row1,num_bingo_col1,num_bingo_row2,num_bingo_col2,num_bingo_row3,num_bingo_col3,num_bingo_row4,num_bingo_col4,num_row_bingo,num_col_bingo,num_line_bingo,num_diag1_bingo,num_diag2_bingo,num_diag_bingo,num_corners_bingo
0,70965,69631,85484,83021,81715,79772,80083,77924,63878,62667,382125,373015,755140,62686,60578,123264,121596
